Latitude,Longitude,Performance Score
40.29,46.86,1.862294964657196
40.29,46.94,1.4546144938376055
40.29,46.98,1.0
40.29,46.9,1.6579974902518402
40.29,47.02,1.2717280422491284
40.29,47.14,1.2157739651354305
40.29,47.18,1.3659461761095602
40.29,47.1,1.0
40.29,47.22,1.0
40.29,47.26,1.0
40.29,47.34,1.3309017843565083
40.29,47.38,1.3530482098105596
40.29,47.3,1.347018920810486
40.29,47.42,1.2098607026055708
40.29,47.46,1.0
40.29,47.5,1.2672602558756938
40.33,46.62,1.0
40.33,46.66,1.0
40.33,46.74,1.2704527482275028
40.33,46.78,1.2265625327451957
40.33,46.7,1.0
40.33,46.82,1.3651459130504937
40.33,46.86,1.6935640038859339
40.33,46.94,1.0
40.33,46.98,1.253078177645145
40.33,46.9,1.3957615156372067
40.33,47.02,1.3949646070310149
40.33,47.14,1.0
40.33,47.18,1.2332043562310877
40.33,47.1,1.2492555529541152
40.33,47.22,1.0
40.33,47.26,1.296868121415592
40.33,47.34,1.0
40.33,47.38,1.2934392128966785
40.33,47.3,1.2635421844620007
40.33,47.42,1.219335729346561
40.37,46.66,1.0
40.37,46.74,1.308369599794377
40.37,46.78,1.569531246339757
40.37,46.7,1.0
40.37,46.82,1.8026163003477482
40.37,46.86,1.4826406592377896
40.37,46.94,1.0
40.37,46.98,1.415922683394977
40.37,46.9,1.3733507865474444
40.37,47.02,1.405470374097197
40.37,47.14,1.0
40.37,47.18,1.0
40.37,47.1,1.0
40.37,47.22,1.0
40.37,47.26,1.0
40.37,47.34,1.353655534991369
40.37,47.38,1.3554126685427044
40.37,47.3,1.0
40.41,46.78,1.8405847045962016
40.41,46.82,1.850292933114913
40.41,46.86,1.5345143436430722
40.41,46.94,1.388576303534202
40.41,46.98,1.0
40.41,46.9,1.0
40.41,47.02,1.3831808042732288
40.41,47.14,1.0
40.41,47.18,1.3372565891127373
40.41,47.1,1.0
40.41,47.22,1.2978979133163868
40.41,47.26,1.3450698971305355
40.41,47.3,1.3737606524198813
40.45,46.86,1.7878756677686598
40.45,46.94,1.4225736068594113
40.45,46.98,1.4208736876750832
40.45,46.9,1.6499681129006454
40.45,47.02,1.0
40.45,47.14,1.3885269097487711
40.45,47.18,1.378725714480374
40.45,47.1,1.4870258440432662
40.45,47.22,1.417423126587357
40.45,47.26,1.0
40.45,47.3,1.3197104551605134
40.49,46.86,1.5910659657542439
40.49,46.94,1.3998012175380552
40.49,46.9,1.0
40.49,47.02,1.4874826152030352
40.49,47.18,1.4921757119050774
40.49,47.1,1.0
40.49,47.22,1.0
40.49,47.26,1.3729625823740852
40.53,47.18,1.5298587683652922
40.53,47.22,1.0
